fw,mver,lts,dst_name,af,dst_addr,src_addr,proto,ttl,size,result,dup,rcvd,sent,min,max,avg,msm_id,prb_id,timestamp,msm_name,from,type,group_id,step,stored_timestamp
5080,2.6.2,94,45.91.124.33,4,45.91.124.33,192.168.1.10,ICMP,54.0,48,"[{'rtt': 57.889812}, {'rtt': 58.564336}, {'rtt': 57.895956}]",0,3,3,57.889812,58.564336,58.1167013333,53759722,23308,2023-05-15 18:49:31,Ping,79.129.227.202,ping,53759722,,1684176571
5080,2.6.2,82,45.91.124.33,4,45.91.124.33,192.168.100.2,ICMP,51.0,48,"[{'rtt': 40.195689}, {'rtt': 40.07271}, {'rtt': 39.821953}]",0,3,3,39.821953,40.195689,40.0301173333,53759722,23318,2023-05-15 18:49:31,Ping,185.6.6.222,ping,53759722,,1684176572
5080,2.6.2,5,45.91.124.33,4,45.91.124.33,192.168.3.127,ICMP,52.0,48,"[{'rtt': 186.410081}, {'rtt': 181.600028}, {'rtt': 186.29121}]",0,3,3,181.600028,186.410081,184.7671063333,53759722,23331,2023-05-15 18:49:31,Ping,202.154.42.230,ping,53759722,,1684176571
5080,2.6.2,14,45.91.124.33,4,45.91.124.33,192.168.2.45,ICMP,52.0,48,"[{'rtt': 50.014257}, {'rtt': 50.38467}, {'rtt': 50.420648}]",0,3,3,50.014257,50.420648,50.2731916667,53759722,23333,2023-05-15 18:49:31,Ping,83.58.208.160,ping,53759722,,1684176571
5080,2.6.2,14,45.91.124.33,4,45.91.124.33,192.168.129.71,ICMP,51.0,48,"[{'rtt': 39.004085}, {'rtt': 38.63533}, {'rtt': 38.432325}]",0,3,3,38.432325,39.004085,38.69058,53759722,23336,2023-05-15 18:49:29,Ping,95.251.191.36,ping,53759722,,1684176571
5080,2.6.2,6,45.91.124.33,4,45.91.124.33,192.168.1.147,ICMP,49.0,48,"[{'rtt': 32.328385}, {'rtt': 31.53902}, {'rtt': 31.580219}]",0,3,3,31.53902,32.328385,31.8158746667,53759722,23345,2023-05-15 18:49:29,Ping,93.42.102.81,ping,53759722,,1684176571
5080,2.6.2,2,45.91.124.33,4,45.91.124.33,192.168.202.11,ICMP,52.0,48,"[{'rtt': 41.950266}, {'rtt': 31.461348}, {'rtt': 29.446807}]",0,3,3,29.446807,41.950266,34.2861403333,53759722,23360,2023-05-15 18:49:30,Ping,84.25.35.21,ping,53759722,,1684176571
5080,2.6.2,5,45.91.124.33,4,45.91.124.33,185.13.82.57,ICMP,58.0,48,"[{'rtt': 24.304575}, {'rtt': 24.124929}, {'rtt': 24.057833}]",0,3,3,24.057833,24.304575,24.1624456667,53759722,23365,2023-05-15 18:49:32,Ping,185.13.82.57,ping,53759722,,1684176573
5080,2.6.2,0,45.91.124.33,4,45.91.124.33,195.191.112.12,ICMP,58.0,48,"[{'rtt': 23.008261}, {'rtt': 23.164732}, {'rtt': 23.119397}]",0,3,3,23.008261,23.164732,23.0974633333,53759722,23367,2023-05-15 18:49:31,Ping,195.191.112.12,ping,53759722,,1684176572
5080,2.6.2,5,45.91.124.33,4,45.91.124.33,192.168.1.30,ICMP,56.0,48,"[{'rtt': 23.168142}, {'rtt': 22.978543}, {'rtt': 21.444086}]",0,3,3,21.444086,23.168142,22.530257,53759722,23369,2023-05-15 18:49:31,Ping,93.6.71.141,ping,53759722,,1684176571
5080,2.6.2,106,45.91.124.33,4,45.91.124.33,192.168.1.199,ICMP,47.0,48,"[{'rtt': 304.370654}, {'rtt': 304.482657}, {'rtt': 308.958791}]",0,3,3,304.370654,308.958791,305.9373673333,53759722,23382,2023-05-15 18:49:31,Ping,203.114.161.68,ping,53759722,,1684176573
5080,2.6.2,106,45.91.124.33,4,45.91.124.33,192.168.178.20,ICMP,56.0,48,"[{'rtt': 34.725654}, {'rtt': 31.752575}, {'rtt': 32.512013}]",0,3,3,31.752575,34.725654,32.9967473333,53759722,23392,2023-05-15 18:49:31,Ping,88.133.164.254,ping,53759722,,1684176572
5080,2.6.2,88,45.91.124.33,4,45.91.124.33,66.85.252.39,ICMP,52.0,48,"[{'rtt': 160.71262}, {'rtt': 160.589534}, {'rtt': 165.000725}]",0,3,3,160.589534,165.000725,162.1009596667,53759722,23408,2023-05-15 18:49:31,Ping,66.85.252.39,ping,53759722,,1684176571
5080,2.6.2,83,45.91.124.33,4,45.91.124.33,192.168.1.28,ICMP,49.0,48,"[{'rtt': 299.844609}, {'rtt': 299.412706}, {'rtt': 299.704568}]",0,3,3,299.412706,299.844609,299.653961,53759722,23411,2023-05-15 18:49:33,Ping,210.54.34.61,ping,53759722,,1684176572
5080,2.6.2,8,45.91.124.33,4,45.91.124.33,10.11.5.16,ICMP,46.0,48,"[{'rtt': 173.671515}, {'rtt': 173.59489}, {'rtt': 173.526335}]",0,3,3,173.526335,173.671515,173.59758,53759722,23415,2023-05-15 18:49:30,Ping,121.121.17.161,ping,53759722,,1684176572
5080,2.6.2,18,45.91.124.33,4,45.91.124.33,192.168.11.104,ICMP,45.0,48,"[{'rtt': 302.147738}, {'rtt': 301.725811}, {'rtt': 306.564292}]",0,3,3,301.725811,306.564292,303.4792803333,53759722,23424,2023-05-15 18:49:32,Ping,103.21.174.66,ping,53759722,,1684176573
5080,2.6.2,10,45.91.124.33,4,45.91.124.33,192.168.25.17,ICMP,53.0,48,"[{'rtt': 28.092827}, {'rtt': 31.309649}, {'rtt': 30.789625}]",0,3,3,28.092827,31.309649,30.0640336667,53759722,23426,2023-05-15 18:49:32,Ping,83.87.133.26,ping,53759722,,1684176572
5080,2.6.2,3,45.91.124.33,4,45.91.124.33,192.168.100.249,ICMP,51.0,48,"[{'rtt': 53.670207}, {'rtt': 53.653264}, {'rtt': 53.443694}]",0,3,3,53.443694,53.670207,53.589055,53759722,23433,2023-05-15 18:49:32,Ping,62.44.103.33,ping,53759722,,1684176573
5080,2.6.2,13,45.91.124.33,4,45.91.124.33,192.168.10.249,ICMP,58.0,48,"[{'rtt': 93.664939}, {'rtt': 47.495737}, {'rtt': 46.922292}]",0,3,3,46.922292,93.664939,62.6943226667,53759722,23434,2023-05-15 18:49:30,Ping,195.68.215.139,ping,53759722,,1684176571
5080,2.6.2,12,45.91.124.33,4,45.91.124.33,192.168.1.2,ICMP,36.0,48,"[{'rtt': 277.48115}, {'rtt': 277.992575}, {'rtt': 278.0618}]",0,3,3,277.48115,278.0618,277.845175,53759722,23445,2023-05-15 18:49:31,Ping,113.199.226.154,ping,53759722,,1684176573
5080,2.6.2,6,45.91.124.33,4,45.91.124.33,139.91.68.78,ICMP,,48,"[{'x': '*'}, {'x': '*'}, {'x': '*'}]",0,0,3,-1.0,-1.0,-1.0,53759722,23451,2023-05-15 18:49:31,Ping,139.91.68.78,ping,53759722,,1684176572
5080,2.6.2,117,45.91.124.33,4,45.91.124.33,192.168.10.51,ICMP,54.0,48,"[{'rtt': 170.355699}, {'rtt': 170.171806}, {'rtt': 170.197387}]",0,3,3,170.171806,170.355699,170.2416306667,53759722,23459,2023-05-15 18:49:31,Ping,197.248.222.242,ping,53759722,,1684176571
5080,2.6.2,18,45.91.124.33,4,45.91.124.33,192.168.0.130,ICMP,56.0,48,"[{'rtt': 194.658921}, {'rtt': 190.010911}, {'rtt': 190.367542}]",0,3,3,190.010911,194.658921,191.6791246667,53759722,23462,2023-05-15 18:49:29,Ping,175.139.112.154,ping,53759722,,1684176572
5080,2.6.2,120,45.91.124.33,4,45.91.124.33,10.10.173.248,ICMP,46.0,48,"[{'rtt': 218.234201}, {'rtt': 218.400081}, {'rtt': 218.227957}]",0,3,3,218.227957,218.400081,218.287413,53759722,23464,2023-05-15 18:49:29,Ping,202.79.36.153,ping,53759722,,1684176571
5080,2.6.2,106,45.91.124.33,4,45.91.124.33,192.168.3.169,ICMP,55.0,48,"[{'rtt': 179.910006}, {'rtt': 179.419808}, {'rtt': 179.451104}]",0,3,3,179.419808,179.910006,179.5936393333,53759722,23473,2023-05-15 18:49:32,Ping,202.169.33.251,ping,53759722,,1684176573
5080,2.6.2,8,45.91.124.33,4,45.91.124.33,196.49.9.52,ICMP,55.0,48,"[{'rtt': 237.2015}, {'rtt': 232.587845}, {'rtt': 237.093465}]",0,3,3,232.587845,237.2015,235.6276033333,53759722,23580,2023-05-15 18:49:31,Ping,196.49.9.52,ping,53759722,,1684176572
5080,2.6.2,87,45.91.124.33,4,45.91.124.33,192.168.5.91,ICMP,53.0,48,"[{'rtt': 41.285429}, {'rtt': 41.22717}, {'rtt': 41.199754}]",0,3,3,41.199754,41.285429,41.237451,53759722,23581,2023-05-15 18:49:32,Ping,185.107.160.40,ping,53759722,,1684176571
5080,2.6.2,28,45.91.124.33,4,45.91.124.33,192.168.178.25,ICMP,56.0,48,"[{'rtt': 31.133455}, {'rtt': 30.703385}, {'rtt': 30.734338}]",0,3,3,30.703385,31.133455,30.8570593333,53759722,23617,2023-05-15 18:49:46,Ping,213.152.109.106,ping,53759722,,1684176587
5080,2.6.2,16,45.91.124.33,4,45.91.124.33,192.168.179.2,ICMP,54.0,48,"[{'rtt': 66.144062}, {'rtt': 66.412749}, {'rtt': 66.319044}]",0,3,3,66.144062,66.412749,66.2919516667,53759722,23635,2023-05-15 18:49:30,Ping,79.140.115.86,ping,53759722,,1684176571
5080,2.6.2,17,45.91.124.33,4,45.91.124.33,139.91.68.206,ICMP,48.0,48,"[{'rtt': 65.239525}, {'rtt': 65.338479}, {'rtt': 65.103937}]",0,3,3,65.103937,65.338479,65.2273136667,53759722,23648,2023-05-15 18:49:31,Ping,139.91.68.206,ping,53759722,,1684176571
5080,2.6.2,91,45.91.124.33,4,45.91.124.33,185.163.185.250,ICMP,57.0,48,"[{'rtt': 49.444763}, {'rtt': 49.413808}, {'rtt': 49.566109}]",0,3,3,49.413808,49.566109,49.4748933333,53759722,23666,2023-05-15 18:49:31,Ping,185.163.185.250,ping,53759722,,1684176571
5080,2.6.2,74,45.91.124.33,4,45.91.124.33,192.168.4.201,ICMP,52.0,48,"[{'rtt': 33.474383}, {'rtt': 33.362668}, {'rtt': 33.429443}]",0,3,3,33.362668,33.474383,33.4221646667,53759722,23685,2023-05-15 18:49:31,Ping,212.81.180.210,ping,53759722,,1684176573
5080,2.6.2,13,45.91.124.33,4,45.91.124.33,192.168.1.254,ICMP,47.0,48,"[{'rtt': 132.40902}, {'rtt': 132.249651}, {'rtt': 132.42921}]",0,3,3,132.249651,132.42921,132.362627,53759722,23697,2023-05-15 18:49:31,Ping,27.109.5.2,ping,53759722,,1684176572
5080,2.6.2,89,45.91.124.33,4,45.91.124.33,172.30.42.20,ICMP,45.0,48,"[{'rtt': 290.648979}, {'rtt': 291.334889}, {'rtt': 291.249649}]",0,3,3,290.648979,291.334889,291.077839,53759722,23713,2023-05-15 18:49:32,Ping,49.187.27.239,ping,53759722,,1684176573
5080,2.6.2,8,45.91.124.33,4,45.91.124.33,192.168.1.78,ICMP,53.0,48,"[{'rtt': 108.336227}, {'rtt': 108.443258}, {'rtt': 108.023526}]",0,3,3,108.023526,108.443258,108.2676703333,53759722,23714,2023-05-15 18:49:31,Ping,67.20.146.250,ping,53759722,,1684176571
5080,2.6.2,9,45.91.124.33,4,45.91.124.33,132.185.112.7,ICMP,52.0,48,"[{'rtt': 16.327084}, {'rtt': 16.233825}, {'rtt': 16.264643}]",0,3,3,16.233825,16.327084,16.275184,53759722,23725,2023-05-15 18:49:30,Ping,132.185.112.7,ping,53759722,,1684176571
5080,2.6.2,7,45.91.124.33,4,45.91.124.33,132.185.185.164,ICMP,52.0,48,"[{'rtt': 24.162183}, {'rtt': 24.079394}, {'rtt': 24.366892}]",0,3,3,24.079394,24.366892,24.202823,53759722,23726,2023-05-15 18:49:31,Ping,132.185.185.164,ping,53759722,,1684176571
5080,2.6.2,108,45.91.124.33,4,45.91.124.33,192.168.100.248,ICMP,57.0,48,"[{'rtt': 30.171839}, {'rtt': 34.524657}, {'rtt': 29.908678}]",0,3,3,29.908678,34.524657,31.535058,53759722,23738,2023-05-15 18:49:31,Ping,185.209.12.72,ping,53759722,,1684176572
5080,2.6.2,25,45.91.124.33,4,45.91.124.33,192.168.111.214,ICMP,52.0,48,"[{'rtt': 51.736792}, {'rtt': 49.602765}, {'rtt': 52.291989}]",0,3,3,49.602765,52.291989,51.2105153333,53759722,23739,2023-05-15 18:49:31,Ping,89.64.43.128,ping,53759722,,1684176571
5080,2.6.2,4,45.91.124.33,4,45.91.124.33,192.168.1.180,ICMP,55.0,48,"[{'rtt': 99.813989}, {'rtt': 95.288867}, {'rtt': 99.340915}]",0,3,3,95.288867,99.813989,98.1479236667,53759722,23749,2023-05-15 18:49:31,Ping,100.36.16.28,ping,53759722,,1684176571
5080,2.6.2,89,45.91.124.33,4,45.91.124.33,192.168.0.201,ICMP,54.0,48,"[{'rtt': 43.458781}, {'rtt': 41.553295}, {'rtt': 40.424557}]",0,3,3,40.424557,43.458781,41.812211,53759722,23764,2023-05-15 18:49:30,Ping,80.196.33.66,ping,53759722,,1684176571
5080,2.6.2,261,45.91.124.33,4,45.91.124.33,192.168.1.102,ICMP,50.0,48,"[{'rtt': 233.671261}, {'rtt': 234.100696}, {'rtt': 232.988078}]",0,3,3,232.988078,234.100696,233.5866783333,53759722,23771,2023-05-15 18:49:36,Ping,201.223.164.253,ping,53759722,,1684176572
5080,2.6.2,16,45.91.124.33,4,45.91.124.33,192.168.178.29,ICMP,59.0,48,"[{'rtt': 25.046963}, {'rtt': 24.366055}, {'rtt': 24.205665}]",0,3,3,24.205665,25.046963,24.539561,53759722,23813,2023-05-15 18:49:32,Ping,84.80.224.91,ping,53759722,,1684176573
5080,2.6.2,27,45.91.124.33,4,45.91.124.33,192.168.42.241,ICMP,50.0,48,"[{'rtt': 39.462782}, {'rtt': 30.190441}, {'rtt': 32.663998}]",0,3,3,30.190441,39.462782,34.1057403333,53759722,23825,2023-05-15 18:49:45,Ping,94.79.128.174,ping,53759722,,1684176586
5080,2.6.2,120,45.91.124.33,4,45.91.124.33,192.168.10.133,ICMP,54.0,48,"[{'rtt': 36.178492}, {'rtt': 35.308323}, {'rtt': 36.966102}]",0,3,3,35.308323,36.966102,36.1509723333,53759722,23835,2023-05-15 18:49:44,Ping,109.164.32.255,ping,53759722,,1684176586
5080,2.6.2,103,45.91.124.33,4,45.91.124.33,87.106.115.247,ICMP,56.0,48,"[{'rtt': 20.788325}, {'rtt': 20.679715}, {'rtt': 20.710626}]",0,3,3,20.679715,20.788325,20.726222,53759722,23836,2023-05-15 18:49:30,Ping,87.106.115.247,ping,53759722,,1684176571
5080,2.6.2,82,45.91.124.33,4,45.91.124.33,5.57.200.4,ICMP,56.0,48,"[{'rtt': 24.240501}, {'rtt': 24.027661}, {'rtt': 24.00175}]",0,3,3,24.00175,24.240501,24.0899706667,53759722,23853,2023-05-15 18:49:31,Ping,5.57.200.4,ping,53759722,,1684176571
5080,2.6.2,12,45.91.124.33,4,45.91.124.33,192.168.101.189,ICMP,51.0,48,"[{'rtt': 8.602819}, {'rtt': 8.423859}, {'rtt': 8.42084}]",0,3,3,8.42084,8.602819,8.482506,53759722,23865,2023-05-15 18:49:31,Ping,91.243.117.238,ping,53759722,,1684176571
5080,2.6.2,19,45.91.124.33,4,45.91.124.33,89.191.131.214,ICMP,57.0,48,"[{'rtt': 55.636756}, {'rtt': 55.210562}, {'rtt': 56.423349}]",0,3,3,55.210562,56.423349,55.756889,53759722,23869,2023-05-15 18:49:32,Ping,89.191.131.214,ping,53759722,,1684176572
5080,2.6.2,3,45.91.124.33,4,45.91.124.33,46.238.223.250,ICMP,57.0,48,"[{'rtt': 55.246405}, {'rtt': 56.034112}, {'rtt': 56.302192}]",0,3,3,55.246405,56.302192,55.860903,53759722,23884,2023-05-15 18:49:32,Ping,46.238.223.250,ping,53759722,,1684176572
5080,2.6.2,12,45.91.124.33,4,45.91.124.33,192.168.83.8,ICMP,53.0,48,"[{'rtt': 25.506}, {'rtt': 25.326024}, {'rtt': 26.021077}]",0,3,3,25.326024,26.021077,25.6177003333,53759722,23886,2023-05-15 18:49:31,Ping,90.100.40.159,ping,53759722,,1684176572
5080,2.6.2,12,45.91.124.33,4,45.91.124.33,192.168.3.133,ICMP,50.0,48,"[{'rtt': 103.483032}, {'rtt': 103.596495}, {'rtt': 103.878455}]",0,3,3,103.483032,103.878455,103.6526606667,53759722,23903,2023-05-15 18:49:32,Ping,172.127.119.32,ping,53759722,,1684176573
5080,2.6.2,217,45.91.124.33,4,45.91.124.33,192.168.178.59,ICMP,59.0,48,"[{'rtt': 61.165281}, {'rtt': 76.186877}, {'rtt': 66.136671}]",0,3,3,61.165281,76.186877,67.8296096667,53759722,23907,2023-05-15 18:49:39,Ping,83.242.57.73,ping,53759722,,1684176581
5080,2.6.2,3,45.91.124.33,4,45.91.124.33,10.10.14.103,ICMP,52.0,48,"[{'rtt': 36.437374}, {'rtt': 36.421325}, {'rtt': 36.420637}]",0,3,3,36.420637,36.437374,36.4264453333,53759722,23914,2023-05-15 18:49:31,Ping,31.182.24.41,ping,53759722,,1684176572
5080,2.6.2,108,45.91.124.33,4,45.91.124.33,192.168.182.55,ICMP,52.0,48,"[{'rtt': 21.93014}, {'rtt': 21.782417}, {'rtt': 21.673631}]",0,3,3,21.673631,21.93014,21.795396,53759722,23918,2023-05-15 18:49:29,Ping,185.110.155.11,ping,53759722,,1684176572
5080,2.6.2,89,45.91.124.33,4,45.91.124.33,10.130.0.15,ICMP,52.0,48,"[{'rtt': 42.539742}, {'rtt': 42.597907}, {'rtt': 42.346093}]",0,3,3,42.346093,42.597907,42.4945806667,53759722,23941,2023-05-15 18:49:30,Ping,158.174.126.204,ping,53759722,,1684176573
5080,2.6.2,98,45.91.124.33,4,45.91.124.33,172.16.1.108,ICMP,60.0,48,"[{'rtt': 47.070238}, {'rtt': 23.430366}, {'rtt': 23.601907}]",0,3,3,23.430366,47.070238,31.3675036667,53759722,23942,2023-05-15 18:49:31,Ping,217.119.10.4,ping,53759722,,1684176572
5080,2.6.2,80,45.91.124.33,4,45.91.124.33,10.42.29.214,ICMP,43.0,48,"[{'rtt': 115.046975}, {'rtt': 115.070307}, {'rtt': 114.985626}]",0,3,3,114.985626,115.070307,115.0343026667,53759722,23956,2023-05-15 18:49:30,Ping,65.254.97.49,ping,53759722,,1684176571
5080,2.6.2,3,45.91.124.33,4,45.91.124.33,192.168.178.89,ICMP,249.0,48,"[{'rtt': 34.202354}, {'rtt': 32.997254}, {'rtt': 33.244759}]",0,3,3,32.997254,34.202354,33.4814556667,53759722,23970,2023-05-15 18:49:31,Ping,93.234.194.72,ping,53759722,,1684176572
5080,2.6.2,7,45.91.124.33,4,45.91.124.33,10.14.245.234,ICMP,49.0,48,"[{'rtt': 106.01602}, {'rtt': 105.693836}, {'rtt': 106.062192}]",0,3,3,105.693836,106.062192,105.924016,53759722,23971,2023-05-15 18:49:32,Ping,37.193.156.169,ping,53759722,,1684176574
5040,2.4.1,55,45.91.124.33,4,45.91.124.33,192.168.240.199,ICMP,57.0,48,"[{'rtt': 62.536128}, {'rtt': 62.371243}, {'rtt': 62.293238}]",0,3,3,62.293238,62.536128,62.400203,53759722,23973,2023-05-15 18:49:29,Ping,195.42.184.129,ping,53759722,,1684176571
5080,2.6.2,8,45.91.124.33,4,45.91.124.33,10.4.222.7,ICMP,43.0,48,"[{'rtt': 115.238788}, {'rtt': 115.022752}, {'rtt': 115.019417}]",0,3,3,115.019417,115.238788,115.0936523333,53759722,23978,2023-05-15 18:49:31,Ping,65.254.97.52,ping,53759722,,1684176572
5080,2.6.2,12,45.91.124.33,4,45.91.124.33,10.4.245.193,ICMP,43.0,48,"[{'rtt': 115.396015}, {'rtt': 115.128744}, {'rtt': 115.141361}]",0,3,3,115.128744,115.396015,115.22204,53759722,23984,2023-05-15 18:49:31,Ping,65.254.97.40,ping,53759722,,1684176572
5080,2.6.2,12,45.91.124.33,4,45.91.124.33,172.20.123.9,ICMP,54.0,48,"[{'rtt': 27.075168}, {'rtt': 26.177119}, {'rtt': 26.940321}]",0,3,3,26.177119,27.075168,26.7308693333,53759722,23994,2023-05-15 18:49:31,Ping,89.1.53.156,ping,53759722,,1684176571
5080,2.6.2,21,45.91.124.33,4,45.91.124.33,10.0.0.55,ICMP,52.0,48,"[{'rtt': 39.450616}, {'rtt': 80.513513}, {'rtt': 37.936921}]",0,3,3,37.936921,80.513513,52.6336833333,53759722,24004,2023-05-15 18:49:30,Ping,45.80.169.100,ping,53759722,,1684176571
5080,2.6.2,12,45.91.124.33,4,45.91.124.33,10.0.0.31,ICMP,53.0,48,"[{'rtt': 60.204742}, {'rtt': 58.849698}, {'rtt': 59.177562}]",0,3,3,58.849698,60.204742,59.4106673333,53759722,24005,2023-05-15 18:49:29,Ping,84.202.24.177,ping,53759722,,1684176571
5080,2.6.2,132,45.91.124.33,4,45.91.124.33,192.168.0.113,ICMP,56.0,48,"[{'rtt': 25.560704}, {'rtt': 25.358335}, {'rtt': 25.503534}]",0,3,3,25.358335,25.560704,25.474191,53759722,24010,2023-05-15 18:49:44,Ping,87.208.101.27,ping,53759722,,1684176586
5080,2.6.2,86,45.91.124.33,4,45.91.124.33,172.20.239.137,ICMP,59.0,48,"[{'rtt': 42.211379}, {'rtt': 41.938864}, {'rtt': 42.043429}]",0,3,3,41.938864,42.211379,42.0645573333,53759722,24032,2023-05-15 18:49:30,Ping,83.135.88.128,ping,53759722,,1684176571
5080,2.6.2,81,45.91.124.33,4,45.91.124.33,192.168.3.191,ICMP,55.0,48,"[{'rtt': 34.425973}, {'rtt': 46.426718}, {'rtt': 31.244638}]",0,3,3,31.244638,46.426718,37.3657763333,53759722,24044,2023-05-15 18:49:30,Ping,213.211.128.119,ping,53759722,,1684176571
5080,2.6.2,4,45.91.124.33,4,45.91.124.33,192.168.1.153,ICMP,56.0,48,"[{'rtt': 22.035385}, {'rtt': 22.077947}, {'rtt': 21.908526}]",0,3,3,21.908526,22.077947,22.007286,53759722,24066,2023-05-15 18:49:31,Ping,217.19.28.14,ping,53759722,,1684176571
5080,2.6.2,4,45.91.124.33,4,45.91.124.33,10.0.0.80,ICMP,54.0,48,"[{'rtt': 76.45652}, {'rtt': 87.322883}, {'rtt': 77.127627}]",0,3,3,76.45652,87.322883,80.3023433333,53759722,24080,2023-05-15 18:49:31,Ping,176.66.165.11,ping,53759722,,1684176573
5080,2.6.2,11,45.91.124.33,4,45.91.124.33,192.168.0.175,ICMP,54.0,48,"[{'rtt': 56.97314}, {'rtt': 56.68732}, {'rtt': 56.669622}]",0,3,3,56.669622,56.97314,56.776694,53759722,24086,2023-05-15 18:49:31,Ping,79.116.18.229,ping,53759722,,1684176572
5080,2.6.2,1,45.91.124.33,4,45.91.124.33,192.168.120.169,ICMP,56.0,48,"[{'rtt': 33.654368}, {'rtt': 33.674198}, {'rtt': 33.715493}]",0,3,3,33.654368,33.715493,33.681353,53759722,24089,2023-05-15 18:49:33,Ping,185.78.255.140,ping,53759722,,1684176573
5080,2.6.2,9,45.91.124.33,4,45.91.124.33,192.168.6.100,ICMP,55.0,48,"[{'rtt': 23.098916}, {'rtt': 22.852346}, {'rtt': 23.465067}]",0,3,3,22.852346,23.465067,23.1387763333,53759722,24093,2023-05-15 18:49:30,Ping,217.19.19.184,ping,53759722,,1684176571
5080,2.6.2,125,45.91.124.33,4,45.91.124.33,192.168.1.10,ICMP,56.0,48,"[{'rtt': 31.414842}, {'rtt': 31.554696}, {'rtt': 31.748596}]",0,3,3,31.414842,31.748596,31.5727113333,53759722,24095,2023-05-15 18:49:31,Ping,77.204.15.10,ping,53759722,,1684176572
5080,2.6.2,105,45.91.124.33,4,45.91.124.33,192.168.100.20,ICMP,56.0,48,"[{'rtt': 23.481207}, {'rtt': 23.552034}, {'rtt': 23.727808}]",0,3,3,23.481207,23.727808,23.5870163333,53759722,24096,2023-05-15 18:49:30,Ping,31.187.242.144,ping,53759722,,1684176571
5080,2.6.2,115,45.91.124.33,4,45.91.124.33,192.168.0.107,ICMP,56.0,48,"[{'rtt': 24.517412}, {'rtt': 24.479135}, {'rtt': 24.409175}]",0,3,3,24.409175,24.517412,24.468574,53759722,24101,2023-05-15 18:49:32,Ping,87.208.17.61,ping,53759722,,1684176573
5080,2.6.2,107,45.91.124.33,4,45.91.124.33,192.168.1.1,ICMP,55.0,48,"[{'rtt': 18.507549}, {'rtt': 18.637806}, {'rtt': 18.590741}]",0,3,3,18.507549,18.637806,18.5786986667,53759722,24110,2023-05-15 18:49:31,Ping,176.132.184.130,ping,53759722,,1684176571
5080,2.6.2,101,45.91.124.33,4,45.91.124.33,78.111.72.106,ICMP,54.0,48,"[{'rtt': 23.403421}, {'rtt': 23.337376}, {'rtt': 23.178126}]",0,3,3,23.178126,23.403421,23.3063076667,53759722,24114,2023-05-15 18:49:31,Ping,78.111.72.106,ping,53759722,,1684176571
5080,2.6.2,17,45.91.124.33,4,45.91.124.33,192.168.0.153,ICMP,58.0,48,"[{'rtt': 22.717314000000002}, {'rtt': 27.057263}, {'rtt': 27.031163}]",0,3,3,22.717314000000002,27.057263,25.6019133333,53759722,24128,2023-05-15 18:49:31,Ping,87.99.177.59,ping,53759722,,1684176572
5080,2.6.2,71,45.91.124.33,4,45.91.124.33,91.123.100.14,ICMP,60.0,48,"[{'rtt': 49.90712}, {'rtt': 25.783285}, {'rtt': 25.683934999999998}]",0,3,3,25.683934999999998,49.90712,33.7914466667,53759722,24142,2023-05-15 18:49:30,Ping,91.123.100.14,ping,53759722,,1684176572
5080,2.6.2,13,45.91.124.33,4,45.91.124.33,192.168.1.180,ICMP,58.0,48,"[{'rtt': 26.90797}, {'rtt': 28.128936}, {'rtt': 31.065776}]",0,3,3,26.90797,31.065776,28.700894,53759722,24147,2023-05-15 18:49:32,Ping,213.34.242.184,ping,53759722,,1684176572
5080,2.6.2,14,45.91.124.33,4,45.91.124.33,192.168.1.102,ICMP,53.0,48,"[{'rtt': 64.50123}, {'rtt': 63.889007}, {'rtt': 64.19903}]",0,3,3,63.889007,64.50123,64.1964223333,53759722,24155,2023-05-15 18:49:45,Ping,151.61.225.13,ping,53759722,,1684176587
5080,2.6.2,9,45.91.124.33,4,45.91.124.33,192.168.86.28,ICMP,55.0,48,"[{'rtt': 21.424168}, {'rtt': 21.355025}, {'rtt': 21.560584}]",0,3,3,21.355025,21.560584,21.4465923333,53759722,24167,2023-05-15 18:49:31,Ping,81.2.88.150,ping,53759722,,1684176572
5080,2.6.2,11,45.91.124.33,4,45.91.124.33,192.168.3.2,ICMP,52.0,48,"[{'rtt': 19.527239}, {'rtt': 19.414979}, {'rtt': 19.308799}]",0,3,3,19.308799,19.527239,19.4170056667,53759722,24171,2023-05-15 18:49:30,Ping,81.6.39.36,ping,53759722,,1684176573
5080,2.6.2,13,45.91.124.33,4,45.91.124.33,185.72.117.61,ICMP,54.0,48,"[{'rtt': 62.569372}, {'rtt': 62.435846}, {'rtt': 62.578856}]",0,3,3,62.435846,62.578856,62.5280246667,53759722,24172,2023-05-15 18:49:33,Ping,185.72.117.61,ping,53759722,,1684176572
5080,2.6.2,5,45.91.124.33,4,45.91.124.33,192.168.178.20,ICMP,54.0,48,"[{'rtt': 32.457089}, {'rtt': 29.282085}, {'rtt': 28.652537}]",0,3,3,28.652537,32.457089,30.1305703333,53759722,24174,2023-05-15 18:49:31,Ping,5.146.16.146,ping,53759722,,1684176572
5080,2.6.2,113,45.91.124.33,4,45.91.124.33,192.168.1.2,ICMP,51.0,48,"[{'rtt': 39.556316}, {'rtt': 39.351329}, {'rtt': 39.309494}]",0,3,3,39.309494,39.556316,39.405713,53759722,24180,2023-05-15 18:49:31,Ping,185.5.164.61,ping,53759722,,1684176571
